customer_id,person_type,legal_name,trade_name,tax_id,state_registration,email,phone,is_active
474,PF,Luara Novaes,,90041768531,,luara.novaes.474@example.com,5546971795760,True
475,PJ,da Paz Silveira S.A.,Ferreira,14807929000131,738395972,da.paz.silveira.s.a.475@example.com,5566957293417,True
476,PF,Erick Costa,,74943933238,,erick.costa.476@example.com,55097916743380,True
477,PF,João da Silva,,5857105200,,luiz.henrique.da.luz.477@example.com,5522980156193,True
478,PJ,Novais S.A.,da Luz,12876398000103,550842891,novais.s.a.478@example.com,5577911991808,True
479,PJ,Cavalcante e Filhos EIRELI,Costela Ltda.,43341226000169,247871255,cavalcante.e.filhos.eireli.479@example.com,55013976037548,True
480,PJ,Barros da Mata Ltda.,Fonseca,47314438000108,328632666,barros.da.mata.ltda.480@example.com,55085907208115,True
481,PF,Dr. Enzo Lopes,,94982884293,,dr.enzo.lopes.481@example.com,5560929084668,True
482,PF,Levi Ferreira,,95864507598,,levi.ferreira.482@example.com,5548992673899,True
483,PF,Melina Sampaio,,14441355971,,melina.sampaio.483@example.com,5563941085628,True
484,PF,Larissa Cunha,,70202421384,,larissa.cunha.484@example.com,5588948520089,True
485,PF,Isaque Vasconcelos,,78700325228,,isaque.vasconcelos.485@example.com,5568910548510,True
486,PJ,Machado Ltda.,Marques Ltda.,38690539000192,399893544,machado.ltda.486@example.com,5526983158935,True
487,PJ,Brito ME,,12515607000193,266110627,brito.me.487@example.com,5571958698864,True
488,PJ,Porto ME,,23719624000169,677622827,porto.me.488@example.com,55028981377028,True
489,PF,Sr. Nicolas Camargo,,65478643327,,sr.nicolas.camargo.489@example.com,5559940821545,True
490,PJ,da Rocha EIRELI,,65469515000180,702296044,da.rocha.eireli.490@example.com,5527901851067,True
491,PF,Luana Nunes,,72539940943,,luana.nunes.491@example.com,55056979228777,True
492,PJ,Siqueira Duarte S/A ME,,8311710000144,996636580,siqueira.duarte.s.a.me.492@example.com,55041920948181,True
493,PJ,Pinto Nogueira - EI Ltda,Nunes - EI,87639339000110,378018204,pinto.nogueira.ei.ltda.493@example.com,5539971895690,True
494,PJ,Almeida Ltda,Lopes,80426122000183,260856411,almeida.ltda.494@example.com,5582942241246,True
495,PF,Eloá Araújo,,87226499053,,elo.ara.jo.495@example.com,5552900461526,True
496,PF,Dr. Marcos Vinicius Campos,,2574124928,,dr.marcos.vinicius.campos.496@example.com,5533999378861,True
497,PF,Bento Dias,,23619197458,,bento.dias.497@example.com,55086917063048,True
498,PF,Beatriz da Cruz,,67355904221,,beatriz.da.cruz.498@example.com,5524996718325,True
499,PJ,Viana da Cruz - EI Ltda,Novais,86710723000108,700794200,viana.da.cruz.ei.ltda.499@example.com,55049946539840,True
500,PF,Vitor Nunes,,59571525286,,vitor.nunes.500@example.com,5541961284639,True
501,PF,Luiza Rodrigues,,54846669378,,luiza.rodrigues.501@example.com,5547943553795,True
502,PJ,Sales S.A.,pereira - me,48331999000188,002687681,sales.s.a.502@example.com,5580971569562,True
503,PF,Srta. Camila Martins,,6847162759,,srta.camila.martins.503@example.com,5537903045319,True
504,PF,Liz Silva,,6521583409,,liz.silva.504@example.com,5537950479303,True
505,PJ,Camargo S.A.,Nunes,94109577000180,872839992,camargo.s.a.505@example.com,5592912493843,True
506,PJ,Sales e Filhos S.A.,,5913276000184,894870605,sales.e.filhos.s.a.506@example.com,5564918775803,True
507,PF,João Lucas Leão,,63349361153,,jo.o.lucas.le.o.507@example.com,5575906351903,True
508,PJ,Barbosa ME,Costa Cavalcante Ltda.,95592027000127,411076095,barbosa.me.508@example.com,5531973505831,True
509,PF,Maysa Teixeira,,41551178605,,maysa.teixeira.509@example.com,5579911006512,True
510,PF,Pedro Miguel Araújo,,12293178803,,pedro.miguel.ara.jo.510@example.com,5596911080466,True
511,PJ,Pinto - ME,Peixoto Viana e Filhos,27239231000109,907676991,pinto.me.511@example.com,5507985931109,True
512,PF,Srta. Evelyn Oliveira,,19866929906,,srta.evelyn.oliveira.512@example.com,55084956797232,True
513,PF,Bento Cardoso,,23693131457,,bento.cardoso.513@example.com,5596985498227,True
514,PF,Luigi da Rocha,,9998266114,,luigi.da.rocha.514@example.com,5508992038806,False
515,PJ,Costa Ltda,Porto Costa S/A,63336265000185,537795995,costa.ltda.515@example.com,5546952170730,True
516,PF,Heloisa Sales,,55774119980,,heloisa.sales.516@example.com,5579933756362,True
517,PF,Luiz Miguel Albuquerque,,31841589187,,luiz.miguel.albuquerque.517@example.com,5550981247395,True
518,PF,Arthur Costa,,84340248703,,arthur.costa.518@example.com,5542934258323,True
519,PF,Felipe da Luz,,67279233457,,felipe.da.luz.519@example.com,5502961534735,True
520,PJ,Ribeiro S.A.,,20825276000116,289611223,ribeiro.s.a.520@example.com,5586955963099,True
521,PJ,Nascimento da Rocha S.A.,da Cruz,6684376000149,042897317,nascimento.da.rocha.s.a.521@example.com,5512986857872,False
522,PJ,Silva ME,,76030426000150,587774969,silva.me.522@example.com,5533937363466,True
523,PJ,Freitas da Cunha - EI Ltda,Carvalho S/A,20953213000145,478539078,freitas.da.cunha.ei.ltda.523@example.com,5556977665754,True
524,PF,Amanda Cavalcanti,,7401390108,,amanda.cavalcanti.524@example.com,55034915148881,True
525,PF,Ian Brito,,67088639874,,ian.brito.525@example.com,5515908353544,True
526,PF,Dra. Kamilly Correia,,86772194209,,dra.kamilly.correia.526@example.com,5528940445669,True
527,PJ,Melo e Filhos Ltda,,71436291000103,826333738,melo.e.filhos.ltda.527@example.com,5587975153663,True
528,PJ,Machado ME,,5304190000154,805292407,machado.me.528@example.com,5553966684590,True
529,PF,Ana Beatriz Carvalho,,44475318289,,ana.beatriz.carvalho.529@example.com,55059999966361,True
530,PJ,Correia Ltda,Caldeira,13466038000104,597412182,correia.ltda.530@example.com,5597902316433,True
531,PF,Vinicius Azevedo,,29437117640,,vinicius.azevedo.531@example.com,55005980256621,True
532,PF,Vitor Gabriel Leão,,37919064023,,vitor.gabriel.le.o.532@example.com,55016932346729,True
533,PF,Luana Pastor,,47534723450,,luana.pastor.533@example.com,5587943027169,True
534,PF,Vinicius Farias,,19930000208,,vinicius.farias.534@example.com,5577979014754,True
535,PF,Emanuella Leão,,60880407859,,emanuella.le.o.535@example.com,5529967629160,True
536,PF,Emanuel da Mota,,92820027130,,emanuel.da.mota.536@example.com,5541937681511,True
537,PF,Lunna Jesus,,29886487780,,lunna.jesus.537@example.com,55024938070176,True
538,PF,Dr. Gael Gonçalves,,57748851948,,dr.gael.gon.alves.538@example.com,5504912577711,True
539,PJ,Silva Macedo S.A.,,76217132000131,742209124,silva.macedo.s.a.539@example.com,5586921042752,True
540,PF,Arthur Gabriel Rocha,,63606944330,,arthur.gabriel.rocha.540@example.com,5537908164709,True
541,PF,Benicio Vargas,,91705108733,,benicio.vargas.541@example.com,5533953310600,True
542,PF,Genérico,,47606628556,,sr.ben.cio.c.mara.542@example.com,5522906815583,True
543,PF,Giovanna Nogueira,,67049272639,,giovanna.nogueira.543@example.com,5561933155206,True
544,PF,Luara Albuquerque,,95865132113,,luara.albuquerque.544@example.com,5537931495013,True
545,PF,Liz Vargas,,89504627706,,liz.vargas.545@example.com,5571989241956,True
546,PJ,Farias Cavalcanti e Filhos Ltda,,63938605000148,571509976,farias.cavalcanti.e.filhos.ltda.546@example.com,5538990309143,True
547,PF,Sra. Isabelly Pinto,,44970369100,,sra.isabelly.pinto.547@example.com,11111111111,True
548,PJ,Silveira Peixoto - ME,Carvalho,51548820000153,450864035,silveira.peixoto.me.548@example.com,5533980339685,True
549,PJ,Macedo Pires S/A EIRELI,Mendonça S/A,60403840000127,302321298,macedo.pires.s.a.eireli.549@example.com,5538916742336,True
550,PF,Josué da Rosa,,99234947134,,josu.da.rosa.550@example.com,5597934715662,True
551,PF,Maysa Lima,,76388988423,,maysa.lima.551@example.com,5596927066149,True
552,PJ,Novaes Siqueira S.A.,,76686832000175,467474689,novaes.siqueira.s.a.552@example.com,55015927323008,True
553,PJ,Mendonça EIRELI,Leão,977308000191,656749160,mendon.a.eireli.553@example.com,5569923645875,True
554,PJ,Rezende - ME,Sousa,67976202000144,337050249,rezende.me.554@example.com,55024939920116,True
555,PJ,Santos S.A.,Moreira S.A.,33868068000146,626448869,santos.s.a.555@example.com,5561919524364,True
556,PF,Enzo Gabriel Mendonça,,76093336468,,enzo.gabriel.mendon.a.556@example.com,5511968646225,True
557,PF,Davi Luiz Costa,,94791845161,,davi.luiz.costa.557@example.com,55028917932302,True
558,PF,José Pedro Jesus,,62896171509,,jos.pedro.jesus.558@example.com,55091921416141,True
559,PF,Sr. Isaac Mendes,,8063058275,,sr.isaac.mendes.559@example.com,55010904090138,True
560,PJ,Garcia - EI Ltda,Mendonça,62995300000105,759655553,garcia.ei.ltda.560@example.com,5566990551076,True
561,PF,Srta. Amanda Pereira,,97332806908,,srta.amanda.pereira.561@example.com,5584935797863,True
562,PF,Lorenzo Almeida,,11626234973,,lorenzo.almeida.562@example.com,5505973976915,True
563,PF,Olívia Ribeiro,,65872903022,,ol.via.ribeiro.563@example.com,5564993289802,True
564,PJ,Vieira S.A.,da Rosa e Filhos,17402780000107,872717833,vieira.s.a.564@example.com,5521916025643,False
565,PF,Sra. Olívia Rios,,99623378521,,sra.ol.via.rios.565@example.com,5528971539915,True
566,PJ,Silva Ltda,Rezende,70128397000187,863341411,silva.ltda.566@example.com,5559931952569,True
567,PF,Srta. Luana Araújo,,65686735522,,srta.luana.ara.jo.567@example.com,5583966552899,True
568,PJ,Caldeira Gonçalves S/A ME,Dias,22219077000190,243772942,caldeira.gon.alves.s.a.me.568@example.com,5595948149737,True
569,PF,Marcos Vinicius Araújo,,60554306654,,marcos.vinicius.ara.jo.569@example.com,5523930276420,True
570,PJ,Fernandes EIRELI,Rocha,21631297000163,756618443,fernandes.eireli.570@example.com,5561925904729,False
571,PF,Pedro Miguel Sampaio,,1982335319,,pedro.miguel.sampaio.571@example.com,55042933305912,True
572,PJ,Lima S.A.,Araújo Brito Ltda.,31701220000176,720185962,lima.s.a.572@example.com,5530913674926,True
573,PJ,Vasconcelos - ME,da Mota,11902549000198,750111178,vasconcelos.me.573@example.com,5509999741926,True
574,PF,Maya da Rosa,,86984552710,,maya.da.rosa.574@example.com,5521951826068,True
575,PJ,Azevedo ME,,27200806000180,898131292,azevedo.me.575@example.com,5587951029321,True
576,PF,Jade Sá,,56184469878,,jade.s.576@example.com,5511984582603,True
577,PF,Augusto Moreira,,49428259705,,augusto.moreira.577@example.com,5587929758598,True
578,PJ,Sales Brito e Filhos EIRELI,,4536174000124,030324329,sales.brito.e.filhos.eireli.578@example.com,5539954296184,True
579,PF,Mateus Rezende,,94777001938,,mateus.rezende.579@example.com,55067914628314,True
580,PF,Evelyn Silva,,57853794576,,evelyn.silva.580@example.com,5598992625660,True
581,PF,Isadora Barbosa,,23036444610,,isadora.barbosa.581@example.com,5518918615155,True
582,PF,Diogo Câmara,,98979165803,,diogo.c.mara.582@example.com,5501963611284,True
583,PF,Rebeca Brito,,98953216435,,rebeca.brito.583@example.com,5559948491025,True
584,PF,Emilly Ferreira,,56390520077,,emilly.ferreira.584@example.com,5589967924082,True
585,PF,Carolina Casa Grande,,29646173500,,carolina.casa.grande.585@example.com,5594905396727,True
586,PJ,Martins Ltda,da Mota,21283893000108,683414651,martins.ltda.586@example.com,5513912901487,True
587,PF,Otávio Rocha,,66151468945,,ot.vio.rocha.587@example.com,5527978816093,True
588,PJ,Silva - ME,da Cruz,23283785000152,890972832,silva.me.588@example.com,5552985067625,True
589,PF,Lucca Rocha,,49639108960,,lucca.rocha.589@example.com,5581944744309,True
590,PF,Helena das Neves,,97041562271,,helena.das.neves.590@example.com,5507997050975,True
591,PF,Luiz Gustavo Caldeira,,34653525560,,luiz.gustavo.caldeira.591@example.com,5552965016731,True
592,PJ,Jesus Campos - ME,Cassiano e Filhos,83084902000180,437654562,jesus.campos.me.592@example.com,5541977225605,True
593,PJ,Camargo Correia Ltda.,,9415293000142,026650237,camargo.correia.ltda.593@example.com,5516978725686,True
594,PJ,Camargo Caldeira S/A Ltda,Cassiano Ferreira - EI,11445026000160,030569067,camargo.caldeira.s.a.ltda.594@example.com,5547916392823,True
595,PF,Danilo da Luz,,82853444520,,danilo.da.luz.595@example.com,5563971892392,True
596,PF,Dante Cardoso,,81560650931,,dante.cardoso.596@example.com,5504932609310,True
597,PF,Maria Luísa Moura,,69225863799,,maria.lu.sa.moura.597@example.com,5533956708604,True
598,PJ,da Mata Ltda.,Ferreira,47364834000140,635020005,da.mata.ltda.598@example.com,5547949162475,True
599,PF,Dr. Daniel Brito,,31632544113,,dr.daniel.brito.599@example.com,5582955598953,True
600,PJ,Costela EIRELI,Borges,45634799000106,129109337,costela.eireli.600@example.com,5518995473820,True
601,PF,Gael Leão,,61593329881,,gael.le.o.601@example.com,0000000000,True
602,PJ,Cavalcante - EI Ltda,Sampaio,10922115000197,240903678,cavalcante.ei.ltda.602@example.com,5512978686694,True
603,PJ,Cirino Abreu S.A.,Pastor Sampaio S/A,14118624000112,878844344,cirino.abreu.s.a.603@example.com,5512930834024,True
604,PF,João Gabriel Vieira,,13213697940,,jo.o.gabriel.vieira.604@example.com,5533981059551,True
605,PF,Dra. Julia Silveira,,98593902405,,dra.julia.silveira.605@example.com,55069945005342,True
606,PJ,Almeida Ltda,Silveira e Filhos,8479418000135,649837354,almeida.ltda.606@example.com,5596927365271,True
607,PJ,Cirino EIRELI,,60046927000194,722397240,cirino.eireli.607@example.com,5522969312163,True
608,PF,Maria Luiza Brito,,26977458828,,maria.luiza.brito.608@example.com,5520991660100,True
609,PF,Josué Vargas,,81448567246,,josu.vargas.609@example.com,5542990018513,True
610,PJ,Mendes Teixeira - EI S.A.,,53941658000164,724572308,mendes.teixeira.ei.s.a.610@example.com,5581900184186,True
611,PF,Alexandre Câmara,,78334818823,,alexandre.c.mara.611@example.com,5536962543617,True
612,PF,Daniel Câmara,,77658965804,,daniel.c.mara.612@example.com,5545919515109,True
613,PJ,Cavalcanti Lima - EI EIRELI,Peixoto,16346737000109,262494514,cavalcanti.lima.ei.eireli.613@example.com,55054910225267,True
614,PF,Sra. Ana Lívia Camargo,,3175873901,,sra.ana.l.via.camargo.614@example.com,5564921522655,True
615,PF,Mariana Mendes,,13381443321,,mariana.mendes.615@example.com,5595923668788,True
616,PF,Yasmin Nascimento,,16455362624,,yasmin.nascimento.616@example.com,5561996893135,True
617,PJ,Costela S/A Ltda,,77653062000127,587210552,costela.s.a.ltda.617@example.com,5572986333021,True
618,PJ,Garcia Siqueira S/A ME,,1381113000147,650191792,garcia.siqueira.s.a.me.618@example.com,5525921310962,True
619,PF,Ravy Souza,,69372100196,,ravy.souza.619@example.com,55084976570412,True
620,PF,Arthur Gabriel Pereira,,27469449957,,arthur.gabriel.pereira.620@example.com,55082906678498,True
621,PF,Ian Lima,,43539241760,,ian.lima.621@example.com,55041986236903,True
622,PJ,Cirino EIRELI,Sales - ME,58988506000130,756620563,cirino.eireli.622@example.com,5511915950342,True
623,PF,Bianca Azevedo,,23610716142,,bianca.azevedo.623@example.com,5590943830341,True
624,PJ,Nunes - ME,Aragão Ltda.,20533693000195,140546835,nunes.me.624@example.com,5552915681820,True
625,PJ,Mendes S.A.,da Rocha S.A.,94370908000130,271133228,mendes.s.a.625@example.com,5598957254596,True
626,PJ,Silva e Filhos Ltda,da Costa,33635114000167,399129710,silva.e.filhos.ltda.626@example.com,55048917175242,True
627,PF,João Lucas Oliveira,,51144182700,,jo.o.lucas.oliveira.627@example.com,5551912747472,True
628,PJ,Nunes - ME,Fonseca Ltda.,11780467000118,669275895,nunes.me.628@example.com,5516987409038,True
629,PF,Eduardo Caldeira,,10848428153,,eduardo.caldeira.629@example.com,5562996136715,True
630,PJ,Martins S.A.,Caldeira,43688863000106,121663651,martins.s.a.630@example.com,5559973714708,True
631,PF,Ravy Casa Grande,,9961286707,,ravy.casa.grande.631@example.com,5559909605673,True
632,PF,Heitor Almeida,,20830605479,,heitor.almeida.632@example.com,5544921214614,True
633,PF,Sra. Mariah Moura,,24063515303,,sra.mariah.moura.633@example.com,5542901654235,True
634,PJ,Mendes EIRELI,Nascimento,82801556000141,265960893,mendes.eireli.634@example.com,5599925502727,True
635,PF,Sr. Nicolas da Luz,,63286207993,,sr.nicolas.da.luz.635@example.com,5507927910336,True
636,PJ,Peixoto Garcia S.A.,Costela,22046909000113,390550448,peixoto.garcia.s.a.636@example.com,5577966558685,True
637,PF,Felipe Marques,,45300499226,,felipe.marques.637@example.com,5552989286646,True
638,PF,Larissa Sampaio,,94794678363,,larissa.sampaio.638@example.com,5511911096179,True
639,PF,Beatriz Porto,,19090545697,,beatriz.porto.639@example.com,55089904633786,True
640,PF,Gael Henrique Melo,,58610743306,,gael.henrique.melo.640@example.com,5557966053844,True
641,PJ,das Neves S.A.,,72815253000124,630600025,das.neves.s.a.641@example.com,5595952963863,True
642,PF,Maria Júlia Aragão,,61387405136,,maria.j.lia.arag.o.642@example.com,5562962658263,True
643,PF,Davi Lucas Montenegro,,7473616145,,davi.lucas.montenegro.643@example.com,5596948253110,True
644,PJ,Albuquerque Ltda,,79949523000139,920981960,albuquerque.ltda.644@example.com,55075923343836,True
645,PF,Benjamim da Mota,,27786996869,,benjamim.da.mota.645@example.com,5520991179112,True
646,PJ,da Luz EIRELI,,95101646000171,211753617,da.luz.eireli.646@example.com,5561971366572,True
647,PF,Kaique Albuquerque,,56279506177,,kaique.albuquerque.647@example.com,55099901557998,True
648,PF,Emanuel Moreira,,33914002425,,emanuel.moreira.648@example.com,5513990808823,True
649,PJ,Camargo Ltda,,55334269000104,305231244,camargo.ltda.649@example.com,55031958477686,True
650,PJ,da Cunha Cavalcanti S.A.,Gonçalves,67016162000199,199423767,da.cunha.cavalcanti.s.a.650@example.com,5594959196639,True
651,PF,Dr. Benício Machado,,43274083445,,dr.ben.cio.machado.651@example.com,55008949649856,True
652,PF,Danilo Cirino,,77578601300,,danilo.cirino.652@example.com,5562953135525,True
653,PF,Anthony Dias,,90697512592,,anthony.dias.653@example.com,5553979538164,True
654,PF,Hadassa Moura,,57202204029,,hadassa.moura.654@example.com,5518949196655,True
655,PF,Gael Henrique Aragão,,88640875405,,gael.henrique.arag.o.655@example.com,55070946117295,True
656,PF,Maria Isis da Costa,,98294510890,,maria.isis.da.costa.656@example.com,5504909074260,True
657,PJ,Fernandes e Filhos EIRELI,Azevedo - ME,16371250000178,164455618,fernandes.e.filhos.eireli.657@example.com,5579906477159,False
658,PF,Arthur Câmara,,43225606103,,arthur.c.mara.658@example.com,5502915632135,True
659,PF,Alana Sales,,21536156078,,alana.sales.659@example.com,5540910414596,True
660,PF,Enzo Gabriel Carvalho,,38705524920,,enzo.gabriel.carvalho.660@example.com,5571925296718,True
661,PF,Isabella Oliveira,,50492907595,,isabella.oliveira.661@example.com,55074957314415,True
662,PF,Isabelly Ribeiro,,30396147461,,isabelly.ribeiro.662@example.com,5511970303763,True
663,PJ,Caldeira S.A.,,42200985000149,539885472,caldeira.s.a.663@example.com,5512935679836,True
664,PJ,Azevedo da Mota - ME,,18006331000102,249127113,azevedo.da.mota.me.664@example.com,5572940787541,True
665,PF,Antonella Fogaça,,39241408200,,antonella.foga.a.665@example.com,5532968685074,True
666,PJ,Brito EIRELI,Rezende - ME,31575777000108,634362948,brito.eireli.666@example.com,5578961031310,True
667,PF,João Felipe da Costa,,20358723914,,jo.o.felipe.da.costa.667@example.com,5581943966613,True
668,PF,Dra. Juliana Monteiro,,1865018627,,dra.juliana.monteiro.668@example.com,5523954940128,True
669,PF,Dra. Pietra Sousa,,9502825373,,dra.pietra.sousa.669@example.com,5532951225720,True
670,PJ,Lima EIRELI,Almeida,37520151000180,241209579,lima.eireli.670@example.com,5573971009438,True
671,PJ,Sá Casa Grande S/A ME,da Rosa e Filhos,91530346000157,577584745,s.casa.grande.s.a.me.671@example.com,55005945897148,True
672,PF,Dra. Alícia Casa Grande,,72100886444,,dra.al.cia.casa.grande.672@example.com,5532957039653,True
673,PF,Srta. Evelyn Garcia,,30795418124,,srta.evelyn.garcia.673@example.com,5548978245569,True
674,PF,Kamilly das Neves,,31155733673,,kamilly.das.neves.674@example.com,5509985916795,True
675,PF,Daniel Albuquerque,,74750419303,,daniel.albuquerque.675@example.com,55027928498247,True
676,PF,Benício da Rocha,,85850403787,,ben.cio.da.rocha.676@example.com,5570934910740,True
677,PF,Maria Ribeiro,,90263867617,,maria.ribeiro.677@example.com,5504925488214,True
678,PF,Gael Henrique Lopes,,96882136165,,gael.henrique.lopes.678@example.com,5514930753666,True
679,PF,José Pedro da Rosa,,85600980973,,jos.pedro.da.rosa.679@example.com,5542996592342,True
680,PF,Gabriela da Rosa,,59630622769,,gabriela.da.rosa.680@example.com,5514997826612,True
681,PF,Melina Sales,,9728253397,,melina.sales.681@example.com,5585975676670,False
682,PF,Amanda Vargas,,18898355955,,amanda.vargas.682@example.com,5512994398529,True
683,PF,Laís Aragão,,91901804372,,la.s.arag.o.683@example.com,5526907870104,True
684,PF,Bianca Farias,,40049957368,,bianca.farias.684@example.com,5514997501980,True
685,PF,Srta. Stella Casa Grande,,63507034727,,srta.stella.casa.grande.685@example.com,5572932440793,True
686,PJ,Azevedo S/A ME,Pereira Campos - EI,95550976000144,133170876,azevedo.s.a.me.686@example.com,5514967238497,True
687,PF,Camila Lopes,,80253403251,,camila.lopes.687@example.com,55002923288377,True
688,PJ,da Rocha Ltda,Pastor - ME,60325619000106,546617662,da.rocha.ltda.688@example.com,5547919609409,True
689,PF,Ana Cecília Fogaça,,63174117941,,ana.cec.lia.foga.a.689@example.com,55077940258835,True
690,PJ,Moraes ME,Cavalcanti e Filhos,10017060000170,259572446,,5576979298842,True
691,PJ,Pastor EIRELI,Pacheco,9922961000128,961002311,pastor.eireli.691@example.com,55075933126610,True
692,PF,Isis Camargo,,38037427498,,isis.camargo.692@example.com,5517959025176,True
693,PJ,Porto Oliveira - EI Ltda,,67060908000161,334774332,porto.oliveira.ei.ltda.693@example.com,5583919013020,True
694,PF,Dr. Yago Barbosa,,77385720358,,dr.yago.barbosa.694@example.com,5528973397855,True
695,PJ,Azevedo Macedo - ME,,18016664000104,619128411,azevedo.macedo.me.695@example.com,55030998503446,True
696,PF,Sra. Ana Lívia Castro,,8266165858,,sra.ana.l.via.castro.696@example.com,5518993898469,True
697,PF,Yago Sampaio,,83795893860,isento,yago.sampaio.697@example.com,5597940056435,True
698,PF,Davi Miguel Costela,,11751276988,,davi.miguel.costela.698@example.com,5550937199051,True
699,PJ,Peixoto Ltda,Novaes - ME,22818512000100,240107835,peixoto.ltda.699@example.com,5574930003896,True
700,PF,Allana Novaes,,7820087552,,allana.novaes.700@example.com,55006962668217,True
701,PJ,Pimenta Ltda.,,15958676000160,535603319,pimenta.ltda.701@example.com,5536989003010,True
702,PF,Pedro Lucas Cirino,,52709356600,,pedro.lucas.cirino.702@example.com,5505959342967,True
703,PF,Camila Ribeiro,,15555026102,,camila.ribeiro.703@example.com,5514983753745,True
704,PF,Lavínia Rezende,,87966153541,,lav.nia.rezende.704@example.com,5584958810569,True
705,PF,LARA BARROS,,91851712208,,lara.barros.705@example.com,5528934831520,True
706,PF,Pedro Lucas Rezende,,23342737085,,pedro.lucas.rezende.706@example.com,55010970449641,True
707,PJ,da Mota - EI EIRELI,Monteiro,30235911000169,066703362,da.mota.ei.eireli.707@example.com,5580940850954,True
708,PJ,Sá Alves Ltda.,Lima,86701082000117,018648769,s.alves.ltda.708@example.com,5584926732044,True
709,PJ,da Cruz - EI S.A.,Fernandes,80415060000104,960945449,da.cruz.ei.s.a.709@example.com,5514995427707,True
710,PF,Ravi Lucca Andrade,,37435396753,,ravi.lucca.andrade.710@example.com,5578936091498,True
711,PF,Sr. Pedro Lucas Cirino,,50659127938,,sr.pedro.lucas.cirino.711@example.com,5544972322903,True
712,PJ,Rezende S/A S.A.,Rodrigues Montenegro - ME,60965472000100,950830440,rezende.s.a.s.a.712@example.com,5580993511871,True
713,PJ,da Costa S.A.,Oliveira,14280985000160,561642059,da.costa.s.a.713@example.com,5556957490250,True
714,PF,Dom Pastor,,75069309358,,dom.pastor.714@example.com,5519935889536,True
715,PJ,Ribeiro e Filhos EIRELI,,97588459000190,261139898,ribeiro.e.filhos.eireli.715@example.com,5581980978875,True
716,PF,Gael Oliveira,,55657350685,,gael.oliveira.716@example.com,5535935375137,True
717,PF,Sra. Maria Cecília Barros,,51265530890,,sra.maria.cec.lia.barros.717@example.com,5588915793763,False
718,PF,Carolina Nascimento,,43774367400,,carolina.nascimento.718@example.com,5569929445511,True
719,PJ,Leão Ltda,,3552135000158,829732702,le.o.ltda.719@example.com,5564987120602,True
720,PF,Davi Lucca Moraes,,21880626985,,davi.lucca.moraes.720@example.com,5566952683415,True
721,PF,Sr. Augusto Barbosa,,23729641867,,sr.augusto.barbosa.721@example.com,5576976472298,True
722,PJ,Cassiano S/A Ltda,Rocha,34207826000148,765728941,cassiano.s.a.ltda.722@example.com,5547950988986,True
723,PF,Lorenzo Gomes,,93397190509,,lorenzo.gomes.723@example.com,5522903684995,True
724,PF,Luiz Felipe da Paz,,80137418264,,luiz.felipe.da.paz.724@example.com,55014947732449,True
725,PF,Igor Rios,,89556041222,,igor.rios.725@example.com,5521938820908,True
726,PF,Evelyn Abreu,,2137518368,,evelyn.abreu.726@example.com,55005934967827,True
727,PJ,Camargo EIRELI,,29632693000117,176741241,camargo.eireli.727@example.com,5513915285478,True
728,PJ,Santos e Filhos EIRELI,,48167996000150,,santos.e.filhos.eireli.728@example.com,5532996334727,True
729,PF,Theo da Paz,,49861745173,,theo.da.paz.729@example.com,55031983061789,True
730,PJ,Santos Cavalcanti S/A Ltda,Sales,69358400000170,496935782,santos.cavalcanti.s.a.ltda.730@example.com,5534977695874,True
731,PF,Henry Camargo,,83165827672,,henry.camargo.731@example.com,5567953612751,True
732,PF,Dr. Davi Lucas Vasconcelos,,27785182825,,dr.davi.lucas.vasconcelos.732@example.com,55079963044836,True
733,PF,Lorenzo da Luz,,72433826063,,lorenzo.da.luz.733@example.com,5566976640473,True
734,PF,Sr. Leandro Machado,,32780614544,,sr.leandro.machado.734@example.com,5539928319952,True
735,PJ,Silveira S/A ME,Borges,55199826000113,558108358,silveira.s.a.me.735@example.com,5528963425563,True
736,PF,Isadora Albuquerque,,61980966966,,isadora.albuquerque.736@example.com,0000000000,True
737,PJ,da Conceição e Filhos S.A.,Andrade da Mata e Filhos,83300151000192,166241118,da.concei.o.e.filhos.s.a.737@example.com,5500989219639,True
738,PF,Lorenzo Lima,,87149721907,,lorenzo.lima.738@example.com,5504947314976,True
739,PJ,Lima S.A.,Câmara - ME,77371690000110,847488360,lima.s.a.739@example.com,55065981739063,False
740,PJ,Freitas Ltda,Nunes,9872095000108,145211823,freitas.ltda.740@example.com,55093912697893,True
741,PJ,Sem Nome,Jesus,22991226000134,452059960,vargas.me.741@example.com,5538978753577,True
742,PJ,Caldeira - ME,Garcia S.A.,47940083000162,028123710,caldeira.me.742@example.com,5572987286604,True
743,PF,Pedro Henrique da Rocha,,95926407931,,pedro.henrique.da.rocha.743@example.com,5585995922483,False
744,PF,Maria Fernanda Moreira,,76781520199,,maria.fernanda.moreira.744@example.com,5547973522870,True
745,PF,Dr. Felipe Cassiano,,68876233156,,dr.felipe.cassiano.745@example.com,55010943318751,True
746,PJ,Pinto - ME,Azevedo Ferreira e Filhos,71292891000145,835034469,pinto.me.746@example.com,5559964883192,True
747,PJ,Siqueira S.A.,,52340303000157,424912896,siqueira.s.a.747@example.com,5599994973203,True
748,PJ,Borges Pimenta S.A.,Cavalcante Melo S/A,58717683000182,510287675,borges.pimenta.s.a.748@example.com,0000000000,True
